"jsonkey_statid"	"rdfs:type"	"schema:name"	"schema:description"	"schema:sameAs"	"schema:image"
"1984_5577_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5578_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5579_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5580_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5581_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5582_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5583_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5584_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5585_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5586_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5587_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5588_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5589_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5590_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5591_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5592_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5593_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5594_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5595_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5596_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5597_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5598_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5599_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5600_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5601_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5602_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5603_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5604_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5605_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5606_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5607_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5608_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5609_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5610_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5611_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5612_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5613_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5614_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5615_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5616_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5617_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5618_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5619_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5620_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5621_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5622_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5623_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5624_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5625_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5626_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5627_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5628_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5629_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5630_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5631_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5632_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5633_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5634_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5635_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5636_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5637_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5638_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5639_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5640_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5641_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5642_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5643_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5644_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5857_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5661_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5662_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5665_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5666_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5667_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5668_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5669_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5670_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5672_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5673_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5674_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5675_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5676_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5677_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5678_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5679_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5680_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5681_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5685_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5686_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5687_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5689_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5690_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5692_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5693_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5694_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5695_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5696_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5700_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5701_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5702_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5703_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5704_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5751_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5745_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5746_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5747_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5748_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5752_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5753_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5754_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5755_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5756_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5757_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5758_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5759_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5760_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5761_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5769_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5770_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5777_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5778_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5781_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5797_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5799_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5801_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5802_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5804_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5805_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5806_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5807_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5809_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5810_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5811_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5812_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5813_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5814_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5815_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5816_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5817_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5818_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5819_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5820_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5821_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5822_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5823_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5824_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5825_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5826_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5827_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5828_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5829_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5830_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5831_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5832_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5833_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5834_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5835_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5836_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5837_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5838_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5839_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5840_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5841_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5842_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5843_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5844_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5845_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5846_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5847_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5848_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5849_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5850_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5851_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5852_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5853_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5854_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5855_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5858_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5861_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5862_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5863_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5864_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5865_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5866_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5867_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5868_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5869_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5870_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5871_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5872_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5873_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5874_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5875_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5876_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5877_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5878_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5879_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5880_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5881_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5882_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5883_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_5884_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6047_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6048_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6049_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6050_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6051_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6052_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6053_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6054_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6055_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6056_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6057_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6058_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6059_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6060_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6061_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6062_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6063_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6064_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6065_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6066_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6067_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6068_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6069_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6070_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6071_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6072_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6074_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6075_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6076_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6077_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6078_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6079_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6080_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6082_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6083_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6084_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6085_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6086_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6087_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6088_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6089_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6090_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6091_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6092_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6093_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6094_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6095_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6096_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6097_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6098_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6099_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6100_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6101_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6102_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6103_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6104_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6105_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6106_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6107_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6108_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6109_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6110_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6111_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6112_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6113_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6114_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6115_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6116_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6117_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6118_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6119_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6120_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6121_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6122_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6124_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6125_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6126_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6127_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6128_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6129_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6130_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6131_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6132_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
"1984_6133_100"	"gwml2:GW_Well"	NA	"description not available"	NA	NA
