jsonkey_identifier	rdfs:type	schema:name	schema:description	dcterms:creator	schema:image	schema:geo
TX_MAJ_60	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=60	1123311_LOCAL STREETS	This is route ID 1123311 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_61	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=61	1121339_LOCAL STREETS	This is route ID 1121339 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_62	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=62	1132228_LOCAL STREETS	This is route ID 1132228 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_63	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=63	1126159_LOCAL STREETS	This is route ID 1126159 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_64	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=64	1121339_LOCAL STREETS	This is route ID 1121339 with Monitor status	Floodcast_Dewberry	NA	NA
TX_MAJ_65	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=65	1128334_LOCAL STREETS	This is route ID 1128334 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_66	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=66	1129318_LOCAL STREETS	This is route ID 1129318 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_67	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=67	1128902_LOCAL STREETS	This is route ID 1128902 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_68	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=68	1128901_LOCAL STREETS	This is route ID 1128901 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_69	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=69	1128901_LOCAL STREETS	This is route ID 1128901 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_70	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=70	257397_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257397 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_71	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=71	1128158_LOCAL STREETS	This is route ID 1128158 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_72	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=72	1128330_LOCAL STREETS	This is route ID 1128330 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_73	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=73	257397_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257397 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_74	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=74	1128158_LOCAL STREETS	This is route ID 1128158 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_75	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=75	257397_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 257397 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_76	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=76	1124141_LOCAL STREETS	This is route ID 1124141 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_77	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=77	1128208_LOCAL STREETS	This is route ID 1128208 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_78	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=78	1120253_LOCAL STREETS	This is route ID 1120253 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_79	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=79	256963_FUNCTIONALLY CLASSIFIED CITY STREETS	This is route ID 256963 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_80	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=80	1130285_LOCAL STREETS	This is route ID 1130285 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_81	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=81	1129383_LOCAL STREETS	This is route ID 1129383 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_82	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=82	1123971_LOCAL STREETS	This is route ID 1123971 with Threatened status	Floodcast_Dewberry	NA	NA
TX_MAJ_83	http://54.225.76.222/geoserver/wfs?service=wfs&version=2.0.0&request=GetFeature&typeNames=ELFIE_MAJOR_TX_RDS&featureID=83	1127277_LOCAL STREETS	This is route ID 1127277 with No Apparent Threat status	Floodcast_Dewberry	NA	NA
